customer_id,age,gender,income_bracket,education,location_type,region,customer_tenure_months,total_purchases,total_spent,avg_order_value,last_purchase_days_ago,preferred_channel,loyalty_tier,campaign_type,campaign_category,discount_offered,campaign_day_of_week,campaign_hour,personalization_level,email_open_rate,click_through_rate,previous_campaign_responses,unsubscribe_count,complaint_count,product_category,price_sensitivity,brand_loyalty_score,tech_adoption,days_since_last_campaign,responded
CUST_00003743,43,Female,$30k-$60k,Bachelor,Rural,Southeast,1,12,2723.97,209.54,8,SMS,Gold,SMS,Referral,30,Tuesday,Night,Basic,,11.4,1,0,1,Electronics,Medium,3,Mainstream,17,Yes
CUST_00003744,24,Male,$60k-$100k,High School,Rural,Northeast,17,13,2037.86,145.56,117,SMS,Silver,Social Media,Discount,20,Monday,Evening,Basic,34,4.9,4,1,0,Fashion,Low,6,Mainstream,25,No
CUST_00003745,38,Male,$60k-$100k,High School,Rural,Southeast,45,15,2639.69,164.98,122,Email,Bronze,Direct Mail,Discount,10,Thursday,Morning,None,37.8,9.1,1,0,0,Fashion,Medium,8,Late Adopter,33,No
CUST_00003746,39,Male,$30k-$60k,Bachelor,Suburban,Northeast,71,10,2902.47,263.86,23,Email,Bronze,Social Media,Discount,0,Friday,Evening,Basic,19.6,6.5,2,0,0,Electronics,Low,6,Mainstream,72,No
CUST_00003747,32,Male,$30k-$60k,High School,Suburban,West,28,12,507.57,39.04,3,Email,Bronze,Phone,Seasonal,10,Thursday,Evening,Basic,50.9,,5,0,0,Fashion,Medium,7,Early Adopter,34,No
CUST_00003748,37,Male,$60k-$100k,Graduate,Suburban,Southeast,3,12,350.79,26.98,18,Email,Bronze,SMS,Seasonal,10,Friday,Afternoon,None,40.1,9.7,4,1,0,Home,Medium,5,Mainstream,6,Yes
CUST_00003749,52,Male,$30k-$60k,Bachelor,Rural,Midwest,20,18,1055.61,55.56,37,Phone,Silver,Phone,Seasonal,0,Friday,Afternoon,Advanced,18.3,4.5,4,1,0,Home,Medium,6,Late Adopter,34,No
CUST_00003750,53,Female,<$30k,High School,Suburban,Midwest,2,19,1592.92,79.65,57,Email,Bronze,Direct Mail,Seasonal,15,Tuesday,Evening,Basic,54.1,10.6,3,1,0,Fashion,Medium,7,Mainstream,34,No
CUST_00003751,18,Male,$100k+,Bachelor,Rural,Southeast,7,11,510.25,42.52,31,Phone,Gold,Social Media,Seasonal,0,Tuesday,Evening,None,64.5,11.2,5,1,0,Home,Medium,3,Late Adopter,10,No
CUST_00003752,60,Female,$60k-$100k,High School,Rural,Northeast,15,8,5376.16,597.35,34,Email,Bronze,Direct Mail,Referral,15,Friday,Evening,Basic,51.8,17.4,3,1,0,Home,Medium,2,Mainstream,15,No
CUST_00003753,27,Male,$60k-$100k,Bachelor,Rural,Midwest,21,18,536.38,28.23,9,Email,Bronze,Email,New Product,25,Friday,Afternoon,Basic,48.3,19.3,4,1,0,Fashion,Medium,6,Mainstream,11,Yes
CUST_00003754,65,Female,$30k-$60k,Graduate,Rural,West,10,16,3579.22,210.54,188,Email,Silver,Direct Mail,Loyalty Reward,10,Weekend,Afternoon,Basic,52.6,20.8,3,0,0,Electronics,Low,6,Mainstream,82,No
CUST_00003755,43,Male,<$30k,Graduate,Urban,West,2,13,2310.4,165.03,16,Mail,Bronze,SMS,New Product,0,Monday,Night,Basic,53.1,19.9,4,0,0,Fashion,Low,7,Early Adopter,31,No
CUST_00003756,18,Female,$60k-$100k,Bachelor,Urban,Midwest,47,14,357.63,23.84,73,SMS,Bronze,Email,Seasonal,0,Thursday,Afternoon,Basic,62.1,20.4,2,0,0,Fashion,Low,7,Mainstream,21,No
CUST_00003757,60,Male,$30k-$60k,High School,Urban,West,42,13,5611.97,400.86,26,SMS,Silver,SMS,Seasonal,25,Weekend,Evening,None,45,12.7,6,0,0,Sports,High,9,Early Adopter,12,Yes
CUST_00003758,66,Male,$30k-$60k,Graduate,Suburban,West,9,13,9459.53,675.68,73,Email,Silver,Email,Referral,0,Friday,Afternoon,Basic,,21.1,2,1,0,Sports,Medium,6,Late Adopter,75,No
CUST_00003759,58,Male,$60k-$100k,Bachelor,Suburban,West,14,8,570.9,63.43,61,Email,Gold,Email,Seasonal,20,Friday,Morning,None,22.3,2.3,1,2,1,Fashion,Medium,3,Late Adopter,11,No
CUST_00003760,23,Female,<$30k,Bachelor,Urban,Northeast,27,12,3610.18,277.71,8,Email,Silver,Direct Mail,Discount,15,Friday,Afternoon,None,34.9,6.2,4,0,1,Home,Low,10,Mainstream,29,No
CUST_00003761,48,Male,$30k-$60k,Graduate,Urban,Midwest,43,13,716.6,51.19,12,Email,Gold,Phone,Discount,50,Thursday,Afternoon,Basic,57.9,21.5,5,1,0,Beauty,Medium,5,Mainstream,13,Yes
CUST_00003762,39,Female,$60k-$100k,Bachelor,Suburban,Midwest,4,12,5285.23,406.56,5,SMS,Bronze,Email,Seasonal,20,Thursday,Morning,Basic,15,4.8,1,0,0,Electronics,Medium,2,Mainstream,85,No
CUST_00003763,18,Female,$30k-$60k,Graduate,Urban,Northeast,9,15,1056.39,66.02,1,Phone,Silver,Phone,Discount,20,Wednesday,Afternoon,Advanced,39.1,15.1,3,0,0,Home,Medium,6,Mainstream,30,Yes
CUST_00003764,49,Male,$100k+,Bachelor,Suburban,West,36,6,1096.59,156.66,264,SMS,Bronze,SMS,Seasonal,0,Wednesday,Morning,Advanced,17.6,6.1,4,0,0,Beauty,Medium,9,Mainstream,5,No
CUST_00003765,24,Female,$30k-$60k,Bachelor,Suburban,Midwest,18,9,1635.01,163.5,26,SMS,Bronze,SMS,Loyalty Reward,20,Monday,Night,Advanced,38.2,8.3,4,0,0,Home,Low,7,Mainstream,10,No
CUST_00003766,18,Male,<$30k,Bachelor,Suburban,Southeast,20,14,3805.56,253.7,129,Email,Silver,Phone,Discount,15,Tuesday,Afternoon,None,26.4,7.7,4,1,0,Beauty,High,4,Mainstream,42,Yes
CUST_00003767,18,Male,<$30k,High School,Rural,West,32,6,469.74,67.11,49,Phone,Silver,Direct Mail,Discount,10,Weekend,Afternoon,Advanced,18.8,2.5,5,0,0,Fashion,Medium,8,Mainstream,57,Yes
CUST_00003768,34,Female,$100k+,Bachelor,Rural,Southwest,9,11,182.86,15.24,192,Email,Bronze,SMS,Discount,0,Friday,Night,None,23.5,3.3,2,0,0,Fashion,Medium,8,Mainstream,79,No
CUST_00003769,51,Female,$60k-$100k,Graduate,Suburban,Northeast,80,7,2357.78,294.72,12,SMS,Silver,Email,Loyalty Reward,10,Tuesday,Morning,Basic,67.7,21.3,3,0,0,Electronics,Low,4,Mainstream,55,Yes
CUST_00003770,53,Female,$60k-$100k,Bachelor,Suburban,Southeast,19,9,2896.02,289.6,3,Phone,Silver,Email,Discount,25,Monday,Morning,Basic,55.5,11.9,2,0,0,Home,Low,7,Mainstream,174,No
CUST_00003771,42,Female,$100k+,Bachelor,Suburban,Northeast,74,17,663.1,36.84,30,Email,Bronze,Direct Mail,New Product,0,Wednesday,Evening,Basic,23.3,6.5,5,0,0,Fashion,Medium,3,Mainstream,39,No
CUST_00003772,35,Female,$60k-$100k,Bachelor,Urban,Southwest,11,7,1066.83,133.35,19,Email,Silver,Email,New Product,20,Tuesday,Afternoon,None,51.8,18.9,3,1,0,Sports,Low,10,Mainstream,38,Yes
CUST_00003773,33,Female,$30k-$60k,Bachelor,Suburban,West,17,11,1156.96,96.41,59,Email,Silver,Email,Discount,10,Monday,Evening,Basic,38,5.3,6,0,0,Fashion,Medium,7,Mainstream,5,No
CUST_00003774,52,Male,$60k-$100k,Bachelor,Suburban,Southwest,61,12,958.17,73.71,266,SMS,Bronze,Social Media,Loyalty Reward,20,Weekend,Evening,Basic,34.1,11.5,5,1,0,Home,Low,3,Mainstream,7,No
CUST_00003775,30,Male,$60k-$100k,High School,Urban,Northeast,17,17,2292.51,127.36,53,SMS,Silver,Email,New Product,10,Thursday,Morning,Basic,43.6,8,5,1,1,Home,Low,6,Early Adopter,27,Yes
CUST_00003776,35,Female,<$30k,Bachelor,Suburban,Northeast,86,20,750.32,35.73,23,Email,Bronze,Email,Discount,20,Monday,Morning,Basic,35.8,6.7,4,1,0,Beauty,Low,5,Early Adopter,9,No
CUST_00003777,47,Male,<$30k,High School,Suburban,Southwest,122,9,2310.25,231.02,11,Email,Bronze,Email,New Product,15,Friday,Afternoon,Basic,62.7,19.2,5,1,0,Home,Medium,9,Mainstream,90,Yes
CUST_00003778,34,Male,$100k+,Graduate,Urban,Northeast,132,14,6513.86,434.26,26,Email,Gold,Social Media,Discount,20,Tuesday,Evening,Basic,40.7,7.8,4,0,1,Fashion,Medium,4,Mainstream,130,Yes
CUST_00003779,24,Male,$60k-$100k,Graduate,Rural,West,4,7,606.43,75.8,22,SMS,Bronze,Email,Seasonal,15,Friday,Evening,None,50.4,12.1,1,0,0,Fashion,Medium,5,Mainstream,14,No
CUST_00003780,48,Female,$100k+,High School,Urban,Northeast,53,18,325.51,,6,Email,Bronze,Email,New Product,20,Tuesday,Afternoon,None,40.6,7.5,1,1,0,Food,High,8,Early Adopter,1,No
CUST_00003781,57,Female,$60k-$100k,Bachelor,Suburban,Southwest,25,15,2203.22,137.7,43,Email,Gold,Social Media,Discount,15,Wednesday,Afternoon,Advanced,35,7.5,4,0,0,Electronics,Medium,5,Mainstream,98,No
CUST_00003782,40,Female,$100k+,High School,Urban,Northeast,63,14,751.68,50.11,129,Mail,Gold,Phone,Discount,0,Weekend,Morning,Advanced,19.6,2.4,2,0,0,Electronics,Low,8,Mainstream,10,Yes
CUST_00003783,18,Female,$30k-$60k,Graduate,Urban,Northeast,11,14,1001.33,66.76,48,SMS,Bronze,SMS,Seasonal,0,Wednesday,Afternoon,Basic,38.4,9,4,1,0,Food,Medium,4,Mainstream,33,No
CUST_00003784,34,Male,$60k-$100k,Bachelor,Urban,West,17,16,983.52,57.85,4,Email,Gold,Direct Mail,Referral,20,Wednesday,Evening,None,40.7,9.8,2,0,1,Food,High,6,Early Adopter,11,Yes
CUST_00003785,53,Male,$60k-$100k,Bachelor,Urban,West,35,11,1058.63,,32,SMS,Gold,Email,Discount,15,Wednesday,Afternoon,None,28.2,6.8,3,0,0,Electronics,Low,5,Late Adopter,99,No
CUST_00003786,39,Female,$30k-$60k,High School,Urban,Southeast,32,18,2113.7,111.25,42,Email,Gold,Direct Mail,Seasonal,20,Friday,Evening,None,52.8,5.8,3,1,0,Sports,High,5,Mainstream,154,Yes
CUST_00003787,32,Male,$60k-$100k,High School,Rural,Northeast,18,12,361.59,27.81,17,Phone,Silver,SMS,Discount,10,Thursday,Morning,None,36.2,11.4,5,2,0,Home,Low,8,Mainstream,7,Yes
CUST_00003788,66,Female,<$30k,Graduate,Urban,Northeast,36,14,1635.93,109.06,13,SMS,Gold,Phone,Seasonal,20,Wednesday,Afternoon,Advanced,31.5,12.4,3,0,0,Fashion,High,6,Mainstream,19,Yes
CUST_00003789,36,Male,$100k+,Bachelor,Rural,Southwest,33,11,1241.15,103.43,57,SMS,Silver,Email,Seasonal,20,Tuesday,Night,None,15.3,3.8,3,0,0,Fashion,Low,8,Mainstream,1,Yes
CUST_00003790,48,Female,$100k+,High School,Urban,Midwest,12,13,3144.91,224.64,13,Email,Bronze,Direct Mail,Seasonal,15,Monday,Afternoon,None,31.9,7.2,3,1,0,Fashion,Medium,7,Mainstream,19,Yes
CUST_00003791,42,Female,$60k-$100k,Bachelor,Urban,Southwest,5,9,1409.39,140.94,41,SMS,Silver,Phone,Seasonal,10,Thursday,Afternoon,Basic,36.1,8.4,4,0,0,Electronics,Low,6,Mainstream,13,Yes
CUST_00003792,32,Female,<$30k,High School,Suburban,Northeast,3,10,1774.13,,35,Email,Bronze,Phone,New Product,0,Weekend,Night,Basic,36.4,9,4,0,0,Electronics,Medium,6,Mainstream,25,No
CUST_00003793,56,Male,$60k-$100k,High School,Urban,Midwest,3,9,460.9,46.09,1,Email,Bronze,Email,New Product,0,Thursday,Night,Basic,25.9,9.9,5,0,0,Fashion,Medium,6,Early Adopter,22,No
CUST_00003794,47,Male,$30k-$60k,Graduate,Urban,Southeast,35,12,405.52,31.19,19,Email,Silver,Social Media,New Product,10,Monday,Evening,Basic,20.6,7.5,5,1,0,Beauty,Low,6,Early Adopter,51,Yes
CUST_00003795,18,Male,$60k-$100k,Bachelor,Urban,Northeast,17,17,362.8,20.16,9,Email,Silver,Phone,New Product,20,Weekend,Evening,Basic,42,4.5,2,1,0,Home,Medium,5,Mainstream,13,No
CUST_00003796,42,Female,$100k+,Graduate,Urban,Southeast,133,9,343.24,34.32,16,Mail,Silver,Email,Referral,15,Thursday,Afternoon,Advanced,33.7,7.4,5,0,0,Beauty,Medium,6,Late Adopter,42,Yes
CUST_00003797,43,Male,$30k-$60k,Bachelor,Rural,Southwest,4,16,2800.28,164.72,215,SMS,Gold,Social Media,Discount,15,Friday,Evening,Basic,60.9,9.6,2,0,1,Sports,Medium,7,Mainstream,20,No
CUST_00003798,29,Male,$30k-$60k,High School,Urban,Northeast,22,9,811.96,81.2,38,SMS,Silver,Email,New Product,10,Tuesday,Morning,None,21.6,6.8,3,0,0,Beauty,Medium,4,Mainstream,43,No
CUST_00003799,34,Male,$30k-$60k,Graduate,Urban,West,1,11,2257.31,188.11,10,SMS,Silver,Email,Seasonal,20,Thursday,Afternoon,Basic,70.9,20.7,1,0,0,Home,High,10,Late Adopter,45,Yes
CUST_00003800,32,Male,$60k-$100k,High School,Urban,West,79,10,8738.14,794.38,132,Mail,Bronze,Email,Discount,30,Thursday,Morning,Basic,55.9,11.8,3,0,0,Food,High,4,Mainstream,22,No
CUST_00003801,36,Male,<$30k,High School,Suburban,West,33,15,11273.64,704.6,8,SMS,Bronze,Direct Mail,Discount,20,Monday,Morning,Advanced,39.4,8.3,1,1,0,Electronics,High,8,Late Adopter,98,Yes
CUST_00003802,35,Female,$60k-$100k,Graduate,Urban,Midwest,3,7,2500.92,312.62,38,SMS,Silver,Social Media,Seasonal,30,Thursday,Afternoon,None,38.8,5,4,0,0,Beauty,Medium,8,Mainstream,12,No
CUST_00003803,29,Female,<$30k,Bachelor,Suburban,Midwest,103,19,3335.31,166.77,14,Phone,Bronze,SMS,New Product,25,Friday,Evening,Advanced,48.1,15.3,3,0,0,Fashion,High,9,Late Adopter,42,Yes
CUST_00003804,52,Female,$30k-$60k,High School,Suburban,Southeast,90,5,3100.63,516.77,4,SMS,Bronze,Email,New Product,10,Friday,Evening,Basic,68.9,8.1,2,1,0,Home,Medium,8,Mainstream,1,No
CUST_00003805,38,Male,$30k-$60k,Graduate,Urban,Southeast,6,11,4161.48,346.79,19,Phone,Bronze,Email,Referral,25,Wednesday,Evening,None,39.1,15.2,0,0,0,Fashion,Medium,7,Mainstream,53,No
CUST_00003806,18,Male,$30k-$60k,Bachelor,Rural,Midwest,14,14,907.06,60.47,8,Email,Gold,SMS,Seasonal,0,Tuesday,Evening,Basic,47.7,14.1,1,0,0,Home,Low,5,Early Adopter,27,No
CUST_00003807,22,Female,<$30k,High School,Urban,Southeast,7,8,3858.13,428.68,16,Phone,Bronze,Email,Seasonal,20,Weekend,Afternoon,None,32.5,11.3,4,1,0,Home,Medium,8,Early Adopter,16,No
CUST_00003808,46,Male,$60k-$100k,Bachelor,Suburban,Midwest,5,10,2180.94,198.27,86,Email,Bronze,Email,Seasonal,20,Friday,Night,Basic,37.2,12.9,1,0,0,Electronics,Medium,4,Mainstream,20,Yes
CUST_00003809,32,Male,<$30k,Graduate,Urban,Midwest,6,8,7393.65,821.52,8,Mail,Silver,Email,Discount,10,Wednesday,Morning,Basic,28.9,3.1,5,0,0,Fashion,Medium,10,Early Adopter,14,Yes
CUST_00003810,45,Female,$60k-$100k,High School,Urban,Southeast,7,13,893.75,63.84,94,Email,Bronze,Email,Discount,20,Wednesday,Morning,Advanced,39.2,8.7,3,1,0,Food,Medium,10,Mainstream,4,No
CUST_00003811,42,Male,$60k-$100k,Bachelor,Urban,Southwest,11,13,3941,281.5,27,SMS,Silver,Social Media,Discount,20,Weekend,Evening,Advanced,13.7,2.3,4,1,0,Electronics,Medium,9,Mainstream,1,Yes
CUST_00003812,51,Female,$100k+,Bachelor,Urban,West,6,16,440.9,25.94,14,Phone,Bronze,Email,Discount,25,Friday,Night,None,13.5,5.3,4,0,0,Fashion,Medium,4,Mainstream,12,Yes
CUST_00003813,58,Male,$100k+,Graduate,Suburban,Northeast,41,11,772.9,64.41,8,Phone,Silver,Phone,Loyalty Reward,30,Monday,Afternoon,Basic,7.6,2.5,4,0,0,Electronics,Medium,6,Mainstream,19,Yes
CUST_00003814,52,Female,$60k-$100k,Bachelor,Suburban,Northeast,8,13,2938.97,209.93,34,Phone,Bronze,SMS,New Product,25,Friday,Morning,Basic,53,16.2,6,0,0,Fashion,High,5,Early Adopter,7,No
CUST_00003815,33,Male,$30k-$60k,High School,Suburban,Midwest,13,12,3699.05,284.54,6,Email,Bronze,Direct Mail,Loyalty Reward,0,Friday,Afternoon,Basic,41.1,4.9,2,0,0,Sports,High,3,Mainstream,1,No
CUST_00003816,43,Male,$60k-$100k,Bachelor,Urban,West,8,14,12438.07,829.2,55,Email,Bronze,Direct Mail,Seasonal,15,Tuesday,Afternoon,None,14.9,5.8,3,0,0,Sports,Medium,8,Late Adopter,26,No
CUST_00003817,28,Male,$60k-$100k,Bachelor,Urban,Midwest,2,6,375.23,53.6,124,SMS,Bronze,SMS,Seasonal,15,Thursday,Morning,None,40.5,11.8,2,0,0,Food,Medium,4,Mainstream,13,No
CUST_00003818,26,Male,$30k-$60k,Graduate,Suburban,West,40,8,903.13,100.35,90,SMS,Gold,Email,Discount,30,Thursday,Afternoon,Basic,,,3,0,0,Home,High,3,Late Adopter,6,No
CUST_00003819,35,Female,$30k-$60k,Graduate,Suburban,Midwest,14,18,2376.89,125.1,83,Email,Bronze,Social Media,Discount,20,Friday,Morning,Basic,30.6,7.1,3,0,0,Sports,High,4,Mainstream,5,No
CUST_00003820,18,Female,<$30k,Bachelor,Urban,Southwest,2,14,10531.84,702.12,10,Email,Platinum,Email,New Product,0,Tuesday,Morning,Advanced,46.7,5.4,4,0,0,Home,High,5,Mainstream,72,Yes
CUST_00003821,24,Female,$30k-$60k,Bachelor,Suburban,West,1,12,240.78,18.52,3,Phone,Bronze,Email,Discount,10,Monday,Afternoon,None,62,9.8,1,1,0,Electronics,Medium,8,Mainstream,20,No
CUST_00003822,18,Male,$60k-$100k,High School,Suburban,West,180,12,2238.77,172.21,7,Phone,Bronze,Phone,Seasonal,15,Weekend,Morning,None,28.7,7.7,0,0,0,Electronics,Medium,6,Early Adopter,45,No
CUST_00003823,18,Male,$100k+,Graduate,Suburban,Midwest,50,12,11173.61,859.51,149,SMS,Bronze,Email,Discount,20,Friday,Morning,Basic,30.9,3.6,5,1,0,Beauty,High,7,Mainstream,9,Yes
CUST_00003824,44,Female,$30k-$60k,Bachelor,Urban,West,6,12,2201.21,169.32,15,SMS,Silver,Social Media,Seasonal,20,Weekend,Morning,Basic,31.6,3.3,1,1,0,Home,High,8,Late Adopter,41,No
CUST_00003825,22,Female,<$30k,Graduate,Urban,Midwest,16,15,5997.76,374.86,13,Email,Bronze,Phone,New Product,20,Monday,Night,Basic,21.7,6.2,2,1,0,Electronics,Medium,4,Mainstream,16,No
CUST_00003826,66,Male,$30k-$60k,Bachelor,Suburban,Southeast,1,9,5097.7,509.77,20,Email,Silver,Email,Loyalty Reward,0,Tuesday,Afternoon,Basic,17.3,4.6,5,0,0,Home,Low,7,Mainstream,25,No
CUST_00003827,51,Male,$60k-$100k,Graduate,Urban,West,14,10,1066.3,96.94,74,Email,Platinum,Email,Discount,10,Tuesday,Afternoon,Basic,25.9,3.2,1,1,0,Electronics,High,6,Mainstream,30,Yes
CUST_00003828,43,Female,$60k-$100k,Bachelor,Urban,West,36,11,430.66,35.89,5,Email,Silver,SMS,Seasonal,50,Friday,Evening,Basic,47,9.3,4,0,0,Sports,High,5,Late Adopter,32,No
CUST_00003829,37,Female,$60k-$100k,Bachelor,Suburban,Northeast,12,16,2472.28,145.43,144,Email,Silver,SMS,Seasonal,10,Thursday,Afternoon,Basic,13.9,3.4,4,0,0,Beauty,Medium,7,Early Adopter,20,No
CUST_00003830,38,Female,<$30k,High School,Suburban,Midwest,34,10,975.9,88.72,2,Email,Bronze,SMS,New Product,20,Tuesday,Evening,Basic,33,10.2,4,0,1,Food,Medium,7,Mainstream,50,No
CUST_00003831,56,Female,<$30k,High School,Rural,Midwest,63,16,6980.63,410.63,2,Email,Gold,Social Media,Discount,20,Monday,Morning,Basic,14.8,3.5,3,1,0,Home,Medium,6,Early Adopter,9,No
CUST_00003832,51,Female,$60k-$100k,Graduate,Suburban,Northeast,13,17,961.1,53.39,25,Email,Silver,Email,New Product,0,Friday,Night,None,37.4,7,4,0,0,Beauty,Medium,7,Mainstream,21,Yes
CUST_00003833,54,Male,$30k-$60k,Graduate,Urban,West,17,9,969.84,96.98,66,Email,Silver,Social Media,Loyalty Reward,15,Wednesday,Afternoon,Advanced,39.2,14.7,3,0,0,Electronics,Low,6,Late Adopter,21,No
CUST_00003834,58,Female,$30k-$60k,High School,Urban,Midwest,30,10,481.88,43.81,3,Phone,Bronze,Social Media,Discount,25,Wednesday,Night,Advanced,36.8,9.7,5,1,0,Sports,High,6,Mainstream,5,Yes
CUST_00003835,60,Male,$30k-$60k,High School,Urban,West,22,9,551.47,55.15,301,Email,Bronze,Direct Mail,Discount,20,Tuesday,Evening,Advanced,19.5,5.2,2,1,0,Home,Medium,10,Mainstream,7,Yes
CUST_00003836,62,Male,$60k-$100k,Bachelor,Suburban,Southeast,18,4,3326.73,665.35,80,SMS,Silver,Direct Mail,Discount,30,Thursday,Morning,None,33.3,6.5,3,0,0,Home,Low,7,Late Adopter,1,Yes
CUST_00003837,41,Male,$30k-$60k,Bachelor,Suburban,Northeast,57,17,1915.69,106.43,27,Email,Gold,Email,Discount,20,Wednesday,Evening,Basic,31.2,9.8,2,0,0,Food,Low,7,Mainstream,7,No
CUST_00003838,64,Male,$100k+,Bachelor,Suburban,Northeast,38,13,3558.33,254.17,26,Email,Gold,Direct Mail,Discount,15,Monday,Afternoon,Basic,25,8.3,2,1,0,Fashion,Medium,6,Mainstream,21,No
CUST_00003839,46,Female,$60k-$100k,Bachelor,Suburban,Northeast,22,11,786.98,65.58,113,Email,Silver,Email,Seasonal,15,Thursday,Evening,Advanced,23.4,3.2,3,0,0,Electronics,Medium,3,Early Adopter,11,Yes
CUST_00003840,45,Male,$60k-$100k,Graduate,Suburban,Northeast,6,5,4774.33,795.72,30,SMS,Silver,Email,Discount,25,Monday,Morning,Basic,39,12.4,4,0,0,Beauty,Low,8,Early Adopter,36,No
CUST_00003841,37,Male,$60k-$100k,Graduate,Urban,West,64,13,2030.22,145.02,218,Email,Bronze,Social Media,Loyalty Reward,20,Tuesday,Evening,Basic,21.4,7.4,4,1,0,Fashion,High,5,Late Adopter,68,No
CUST_00003842,64,Male,$60k-$100k,Graduate,Suburban,Midwest,74,8,2109.99,234.44,81,Email,Gold,Direct Mail,Discount,15,Monday,Morning,Advanced,35,10.6,3,0,0,Sports,Medium,6,Mainstream,5,No
CUST_00003843,47,Male,$60k-$100k,High School,Urban,West,31,15,1151.39,,68,Phone,Gold,Social Media,New Product,15,Wednesday,Evening,None,50.8,12.4,3,0,0,Beauty,Medium,7,Mainstream,20,No
CUST_00003844,38,Female,$60k-$100k,Bachelor,Rural,Midwest,76,13,7169.14,512.08,58,SMS,Silver,Phone,New Product,25,Thursday,Evening,Basic,,12.2,1,0,0,Fashion,Medium,10,Mainstream,48,Yes
CUST_00003845,42,Female,$60k-$100k,Bachelor,Suburban,West,19,16,2805.95,165.06,6,Mail,Bronze,Phone,Seasonal,20,Tuesday,Afternoon,None,42.4,6.1,3,0,0,Home,Medium,6,Mainstream,5,Yes
CUST_00003846,46,Female,$60k-$100k,Graduate,Urban,Southeast,40,11,1914.29,159.52,48,SMS,Bronze,Phone,Seasonal,15,Thursday,Evening,Advanced,18.5,4.7,7,0,0,Electronics,Low,5,Mainstream,21,No
CUST_00003847,57,Female,$100k+,High School,Suburban,West,6,13,354.68,25.33,141,Email,Bronze,Phone,Seasonal,15,Tuesday,Evening,None,49.4,12.9,4,0,0,Home,Medium,6,Late Adopter,4,Yes
CUST_00003848,36,Female,$60k-$100k,Bachelor,Urban,Midwest,7,17,202.63,11.26,41,Email,Silver,SMS,Discount,0,Wednesday,Morning,Basic,34.6,10.6,3,0,0,Sports,Low,7,Early Adopter,6,No
CUST_00003849,57,Male,$60k-$100k,Bachelor,Suburban,Midwest,2,9,1219.09,121.91,139,Phone,Bronze,Direct Mail,Referral,10,Friday,Morning,Advanced,28.5,3.7,5,0,0,Fashion,Medium,7,Early Adopter,11,No
CUST_00003850,36,Male,<$30k,Graduate,Urban,West,50,8,2422.99,269.22,20,Email,Silver,SMS,Discount,0,Friday,Morning,Basic,30.6,4.8,7,0,0,Fashion,Medium,5,Mainstream,24,No
CUST_00003851,57,Male,$60k-$100k,Bachelor,Suburban,Midwest,13,10,848.71,77.16,18,Phone,Bronze,Phone,New Product,15,Thursday,Evening,None,10.4,2.8,4,0,0,Fashion,Medium,4,Mainstream,68,Yes
CUST_00003852,65,Female,$30k-$60k,High School,Urban,Northeast,7,11,998.1,83.18,48,SMS,Silver,Email,Seasonal,0,Friday,Evening,Advanced,32.1,7.9,1,2,0,Home,Low,7,Mainstream,14,No
CUST_00003853,36,Female,$60k-$100k,High School,Suburban,West,3,19,8508.62,425.43,27,Email,Silver,Email,New Product,10,Friday,Morning,Basic,48.4,16.3,5,0,0,Beauty,Medium,8,Mainstream,42,Yes
CUST_00003854,52,Female,$60k-$100k,Bachelor,Urban,West,30,12,2773.93,213.38,79,SMS,Silver,Email,Discount,25,Friday,Evening,None,23.7,6.8,2,0,0,Fashion,Medium,7,Mainstream,22,No
CUST_00003855,49,Female,$60k-$100k,Bachelor,Suburban,Midwest,27,5,3365.91,560.98,4,Email,Silver,Email,Discount,20,Monday,Evening,Basic,9.8,,1,0,0,Home,High,6,Late Adopter,63,No
CUST_00003856,33,Male,$30k-$60k,Bachelor,Suburban,Northeast,23,12,950.91,73.15,74,Mail,Gold,Email,Referral,20,Friday,Afternoon,None,47.8,18.2,2,0,0,Fashion,Low,8,Early Adopter,25,No
CUST_00003857,45,Male,<$30k,Graduate,Rural,Southeast,33,15,1179.93,73.75,25,Email,Bronze,Direct Mail,Seasonal,20,Wednesday,Morning,None,41.9,8.4,8,0,0,Electronics,Medium,7,Mainstream,2,No
CUST_00003858,46,Female,$100k+,Graduate,Suburban,Midwest,59,17,2101.09,116.73,26,Email,Platinum,Email,Seasonal,0,Monday,Afternoon,Advanced,36,9.2,3,0,1,Sports,High,5,Mainstream,11,Yes
CUST_00003859,40,Male,$60k-$100k,High School,Urban,Southwest,23,11,2871.13,239.26,3,Mail,Gold,Phone,Loyalty Reward,25,Tuesday,Evening,Advanced,10.3,1.5,5,0,0,Beauty,Low,5,Mainstream,77,Yes
CUST_00003860,41,Female,$30k-$60k,Bachelor,Urban,Northeast,52,12,3452.91,265.61,33,SMS,Silver,Email,Seasonal,15,Friday,Morning,None,37.4,11.9,1,0,0,Food,Medium,7,Early Adopter,50,No
CUST_00003861,53,Female,$60k-$100k,High School,Urban,Southwest,55,15,2946.62,184.16,123,SMS,Silver,SMS,Discount,15,Wednesday,Afternoon,Basic,50,14.2,2,0,0,Beauty,High,4,Mainstream,40,No
CUST_00003862,43,Male,$60k-$100k,Bachelor,Suburban,Midwest,48,13,464.13,33.15,270,SMS,Gold,Email,Discount,20,Thursday,Morning,None,39.1,4.8,3,1,0,Fashion,Low,9,Early Adopter,2,Yes
